"Country Name","Country Code","Indicator Name","Indicator Code","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Afghanistan","AFG","Classification of household consumption","SPI.D5.2.5.HOUS","","","","","","","","","","","","","1","1","1","1",
"Afghanistan","AFG","Classification of national industry","SPI.D5.2.3.CNIN","","","","","","","","","","","","","0","0","0","0",
"Afghanistan","AFG","Classification of status of employment","SPI.D5.2.6.EMPL","","","","","","","","","","","","","0","0","0","0",
"Afghanistan","AFG","Compilation of government finance statistics","SPI.D5.2.8.FINA","","","","","","","","","","","","","0.5","0.5","0.5","0.5",
"Afghanistan","AFG","Compilation of monetary and financial statistics","SPI.D5.2.9.MONY","","","","","","","","","","","","","1","1","1","1",
"Afghanistan","AFG","CPI base year","SPI.D5.2.4.CPIBY","","","","","","","","","","","","0.5","0","0","0","0",
"Afghanistan","AFG","CRVS (WDI)","SPI.D4.2.3.CRVS","","","","","","","","","","","","0","0","0","0","0",
"Afghanistan","AFG","Dimension 1.5: Data use by international organizations","SPI.DIM1.5.INDEX","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.5","0.7","0.7","0.7","0.7",
"Afghanistan","AFG","Dimension 2.1: Data Releases","SPI.DIM2.1.INDEX","","","","","","","","","","","","","0","0.5","0.5","0.5",
"Afghanistan","AFG","Dimension 2.2: Online access","SPI.DIM2.2.INDEX","","","","","","","","","","","","0.202","0.202","0.221","0.297","0.297",
"Afghanistan","AFG","Dimension 2.4: Data services","SPI.DIM2.4.INDEX","","","","","","","","","","","","","0","0","1","1",
"Afghanistan","AFG","Dimension 3.1: Social Statistics","SPI.DIM3.1.INDEX","0.3565","0.3615","0.403833333333333","0.459333333333333","0.459333333333333","0.4395","0.436666666666667","0.47","0.503333333333333","0.564666666666667","0.5325","0.567333333333333","0.571666666666667","0.684666666666667","0.693","0.693",
"Afghanistan","AFG","Dimension 3.2: Economic Statistics","SPI.DIM3.2.INDEX","0.451333333333333","0.481833333333333","0.481833333333333","0.481833333333333","0.497166666666667","0.497166666666667","0.4325","0.425833333333333","0.425833333333333","0.439833333333333","0.439833333333333","0.453666666666667","0.487","0.619333333333333","0.6125","0.608833333333333",
"Afghanistan","AFG","Dimension 3.3: Environmental Statistics","SPI.DIM3.3.INDEX","","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4445","0.4445","0.4445","0.4445","0.9445","0.9445","0.9445",
"Afghanistan","AFG","Dimension 3.4: Institutional Statistics","SPI.DIM3.4.INDEX","0.45","0.571","0.5075","0.5075","0.7065","0.7065","0.625","0.646","0.646","0.521","0.5835","0.778","0.764","0.778","0.639","0.6145",
"Afghanistan","AFG","Dimension 4.1: Censuses and Surveys - Censuses only","SPI.DIM4.1.CEN.INDEX","","","","","","","","","","","","","0","0","0","0",
"Afghanistan","AFG","Dimension 4.1: Censuses and Surveys - Surveys only","SPI.DIM4.1.SVY.INDEX","0.266","0.334","0.334","0.4","0.334","0.334","0.4","0.4","0.4","0.466","0.4","0.466","0.466","0.466","0.466","0.466",
"Afghanistan","AFG","Dimension 4.2: Administrative Data","SPI.DIM4.2.INDEX","","","","","","","","","","","","0","0","0","0","0",
"Afghanistan","AFG","Dimension 4.3: Geospatial Data","SPI.DIM4.3.INDEX","","","","","","","","","","","","0.317","0.317","0.071","0.157","0.157",
"Afghanistan","AFG","Dimension 5.1: Legislation and governance","SPI.DIM5.1.INDEX","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Dimension 5.2: Standards and Methods","SPI.DIM5.2.INDEX","","","","","","","","","","","","","0.35","0.35","0.35","0.35",
"Afghanistan","AFG","Dimension 5.5: Finance","SPI.DIM5.5.INDEX","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Education (UNESCO) (5 year moving average)","SPI.D4.2.2.EDU","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1","SPI.D5.5.DIFI","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Geospatial data available at 1st Admin Level","SPI.D4.3.GEO.first.admin.level","","","","","","","","","","","","0.317","0.317","0.071","0.157","0.157",
"Afghanistan","AFG","GOAL 1: No Poverty (5 year moving average)","SPI.D3.1.POV","0","0","0","0.333","0.333","0.5","0.5","0.5","0.5","0.5","0.5","0.429","0.286","0.714","0.714","0.714",
"Afghanistan","AFG","GOAL 10: Reduced Inequality (5 year moving average)","SPI.D3.10.NEQL","0.333","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.333",
"Afghanistan","AFG","GOAL 11: Sustainable Cities and Communities (5 year moving average)","SPI.D3.11.CITY","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.8","0.8","0.8",
"Afghanistan","AFG","GOAL 12: Responsible Consumption and Production (5 year moving average)","SPI.D3.12.CNSP","1","1","1","1","1","1","0.667","0.667","0.667","0.667","0.667","0.75","0.75","0.75","0.75","0.75",
"Afghanistan","AFG","GOAL 13: Climate Action (5 year moving average)","SPI.D3.13.CLMT","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1",
"Afghanistan","AFG","GOAL 14: Life Below Water (5 year moving average)","SPI.D3.14.LFWT","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","GOAL 15: Life on Land (5 year moving average)","SPI.D3.15.LAND","1","1","1","1","1","1","1","1","1","0.889","0.889","0.889","0.889","0.889","0.889","0.889",
"Afghanistan","AFG","GOAL 16: Peace and Justice Strong Institutions (5 year moving average)","SPI.D3.16.INST","0.5","0.571","0.444","0.444","0.556","0.556","0.5","0.625","0.625","0.375","0.5","0.889","0.778","0.778","0.778","0.667",
"Afghanistan","AFG","GOAL 17: Partnerships to achieve the Goal (5 year moving average)","SPI.D3.17.PTNS","0.4","0.571","0.571","0.571","0.857","0.857","0.75","0.667","0.667","0.667","0.667","0.667","0.75","0.778","0.5","0.562",
"Afghanistan","AFG","GOAL 2: Zero Hunger (5 year moving average)","SPI.D3.2.HNGR","0.833","0.857","0.857","0.857","0.857","0.571","0.571","0.571","0.571","0.857","0.75","0.889","0.889","0.889","0.889","0.889",
"Afghanistan","AFG","GOAL 3: Good Health and Well-being (5 year moving average)","SPI.D3.3.HLTH","0.556","0.562","0.562","0.562","0.562","0.562","0.706","0.706","0.706","0.706","0.706","0.722","0.8","0.8","0.8","0.8",
"Afghanistan","AFG","GOAL 4: Quality Education (5 year moving average)","SPI.D3.4.EDUC","0","0","0.111","0.111","0.111","0.111","0.1","0.3","0.3","0.4","0.364","0.364","0.455","0.455","0.455","0.455",
"Afghanistan","AFG","GOAL 5: Gender Equality (5 year moving average)","SPI.D3.5.GEND","0","0","0.143","0.143","0.143","0.143","0.143","0.143","0.143","0.125","0.125","0.25","0.25","0.5","0.5","0.5",
"Afghanistan","AFG","GOAL 6: Clean Water and Sanitation (5 year moving average)","SPI.D3.6.WTRS","0.75","0.75","0.75","0.75","0.75","0.75","0.6","0.6","0.8","0.8","0.75","0.75","0.75","0.75","0.8","0.8",
"Afghanistan","AFG","GOAL 7: Affordable and Clean Energy (5 year moving average)","SPI.D3.7.ENRG","1","0.933","0.933","0.933","0.933","0.933","0.933","0.933","0.933","0.933","0.933","0.933","0.933","0.933","0.933","0.933",
"Afghanistan","AFG","GOAL 8: Decent Work and Economic Growth (5 year moving average)","SPI.D3.8.WORK","0.25","0.333","0.333","0.333","0.3","0.3","0.273","0.333","0.333","0.417","0.417","0.417","0.417","0.5","0.417","0.462",
"Afghanistan","AFG","GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)","SPI.D3.9.INDY","0.125","0.125","0.125","0.125","0.25","0.25","0.222","0.222","0.222","0.222","0.222","0.222","0.222","0.333","0.375","0.375",
"Afghanistan","AFG","Health/Demographic survey (Availability score over 10 years)","SPI.D4.1.7.HLTH","1","1","1","1","0.67","0.67","1","1","1","1","0.67","1","1","1","1","1",
"Afghanistan","AFG","Household Survey on income, etc  (Availability score over 10 years)","SPI.D4.1.4.HOUS","0.33","0.67","0.67","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Afghanistan","AFG","Labor Admin (ILO) (5 year moving average)","SPI.D4.2.4.LBR","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Labor force participation rate by sex and age (%)","SPI.D1.5.LFP","0","0","0","0","0","0","0","0","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5",
"Afghanistan","AFG","Labor Force Survey (Availability score over 10 years)","SPI.D4.1.6.LABR","0","0","0","0","0","0","0","0","0","0.33","0.33","0.33","0.33","0.33","0.33","0.33",
"Afghanistan","AFG","Legislation Indicator based on PARIS21 indicators on SDG 17.18.2","SPI.D5.1.DILG","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","NADA metadata","SPI.D2.4.NADA","","","","","","","","","","","","","0","0","1","1",
"Afghanistan","AFG","NADA metadata link","RAW.D2.4.NADA_text","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","National Accounts base year","SPI.D5.2.2.NABY","","","","","","","","","","","","","0","0","0","0",
"Afghanistan","AFG","NSO Website - advisory/analytical services","SPI.D2.3.DSAS","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","NSO Website - private/citizen generated data","SPI.D4.4.SOPC","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","ODIN Open Data Openness score","SPI.D2.2.Openness.subscore","","","","","","","","","","","","0.202","0.202","0.221","0.297","0.297",
"Afghanistan","AFG","PARIS21 indicator on data literacy","SPI.D5.3.DISK","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Partnerships","SPI.D5.4.DIPN","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Pillar 1 - Data Use - Score","SPI.INDEX.PIL1","20","20","20","20","20","20","20","20","30","30","30","50","70","70","70","70",
"Afghanistan","AFG","Pillar 2 - Data Services - Score","SPI.INDEX.PIL2","","","","","","","","","","","","","6.73333333333333","24.0333333333333","59.9","59.9",
"Afghanistan","AFG","Pillar 3 - Data Products - Score","SPI.INDEX.PIL3","","45.0125","45.80625","47.8875","50.95","50.20625","46.65625","47.91875","49.16875","49.7375","49.3125","53.56875","54.80625","70.43125","68.75","68.30625",
"Afghanistan","AFG","Pillar 4 - Data Sources - Score","SPI.INDEX.PIL4","","","","","","","","","","","","","19.575","13.425","15.575","15.575",
"Afghanistan","AFG","Pillar 5 - Data Infrastructure - Score","SPI.INDEX.PIL5","","","","","","","","","","","","","35","35","35","35",
"Afghanistan","AFG","Population & Housing census (Availability score over 20 years)","SPI.D4.1.1.POPU","","","","","","","","","","","","","0","0","0","0",
"Afghanistan","AFG","Quality of Debt service data according to World Bank","SPI.D1.5.DT.TDS.DPPF.XP.ZS","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",
"Afghanistan","AFG","Raw info for  PARIS21 indicator on data literacy","RAW.5.3.DISK","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for Business process","RAW.D5.2.10.GSBP","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for Central government accounting status","RAW.D5.2.7.CGOV","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for Classification of household consumption","RAW.D5.2.5.HOUS","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for Classification of national industry","RAW.D5.2.3.CNIN","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for Classification of status of employment","RAW.D5.2.6.EMPL","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for Compilation of government finance statistics","RAW.D5.2.8.FINA","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for Compilation of monetary and financial statistics","RAW.D5.2.9.MONY","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for CPI base year","RAW.D5.2.4.CPIBY","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1","RAW.5.5.DIFI","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for Legislation Indicator based on PARIS21 indicators on SDG 17.18.2","RAW.5.1.DILG","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for NADA metadata","RAW.D2.4.NADA","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for National Accounts base year","RAW.D5.2.2.NABY","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for NSO Website","RAW.5.4.DIPN","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for SDDS/e-GDDS subscription","RAW.D2.1.IDDS","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw info for System of national accounts in use","RAW.D5.2.1.SNAU","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw score for Geospatial data available at 1st Admin Level","RAW.D4.3.GEO.1st.admin.level","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw score for Geospatial data available at 2nd Admin Level","RAW.D4.3.GEO.2nd.admin.level","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw score for ODIN Download Options score","RAW.D2.2.Download.options","","","","","","","","","","","","0","0","0.165","0.179","0.179",
"Afghanistan","AFG","Raw score for ODIN Machine Readability Score","RAW.D2.2.Machine.readable","","","","","","","","","","","","0.49","0.49","0.265","0.198","0.198",
"Afghanistan","AFG","Raw score for ODIN Metadata Availability score","RAW.D2.2.Metadata.available","","","","","","","","","","","","0.521","0.521","0.159","0.38","0.38",
"Afghanistan","AFG","Raw score for ODIN Non Proprietary Data Format score","RAW.D2.2.Non.proprietary","","","","","","","","","","","","0","0","0.516","0.729","0.729",
"Afghanistan","AFG","Raw score for ODIN Open Data Openness score","RAW.D2.2.Openness.subscore","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Raw score for ODIN Terms of Use score","RAW.D2.2.Terms.of.use","","","","","","","","","","","","0","0","0","0","0",
"Afghanistan","AFG","Safely Managed Drinking Water","SPI.D1.5.SAFE.MAN.WATER","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"Afghanistan","AFG","SDDS/e-GDDS subscription","SPI.D2.1.GDDS","","","","","","","","","","","","","0","0.5","0.5","0.5",
"Afghanistan","AFG","Social Protection Admin (ASPIRE) (5 year moving average)","SPI.D4.2.1.SPL","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","SPI Overall Score","SPI.INDEX","","","","","","","","","","","","","37.2229166666667","42.5779166666667","49.845","49.75625",
"Afghanistan","AFG","System of national accounts in use","SPI.D5.2.1.SNAU","","","","","","","","","","","","","0.5","0.5","0.5","0.5",
"Afghanistan","AFG","Years of Agriculture census","RAW.D4.1.2.AGRI.CENSUS","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Years of Agriculture survey","RAW.D4.1.5.AGRI.SURVEYS","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Years of Business/establishment census","RAW.D4.1.3.BIZZ.CENSUS","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Years of Business/establishment survey","RAW.D4.1.8.BIZZ.SURVEYS","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Years of Health/Demographic survey","RAW.D4.1.7.HLTH.SURVEYS","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Years of Household Survey on income, etc","RAW.D4.1.4.HOUS.SURVEYS","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Years of Labor Force Survey","RAW.D4.1.6.LABR.SURVEYS","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Years of Population & Housing census","RAW.D4.1.1.POPU.CENSUS","","","","","","","","","","","","","","","","",
"Albania","ALB","Administrative Data for CRVS (WDI)","RAW.D4.2.3.CRVS","","","","","","","","","","","","","","","","",
"Albania","ALB","Administrative Data for Education (UNESCO) on nationally-representative learning assessment","RAW.D4.2.2.EDU.NAS","","","","","","","","","","","","","","","","",
"Albania","ALB","Administrative Data for Education (UNESCO) on out-of-school rate","RAW.D4.2.2.EDU.OOS","","","","","","","","","","","","","","","","",
"Albania","ALB","Administrative Data for Education (UNESCO) on participation rate in organized learning","RAW.D4.2.2.EDU.ORGL","","","","","","","","","","","","","","","","",
"Albania","ALB","Administrative Data for Labor Admin (ILO) on employment office records","RAW.D4.2.4.LBR.EMPOFF","","","","","","","","","","","","","","","","",
"Albania","ALB","Administrative Data for Labor Admin (ILO) on insurance records","RAW.D4.2.4.LBR.INSUR","","","","","","","","","","","","","","","","",
"Albania","ALB","Administrative Data for Labor Admin (ILO) on labor inspectorate records","RAW.D4.2.4.LBR.INSP","","","","","","","","","","","","","","","","",
"Albania","ALB","Administrative Data for Labor Admin (ILO) on other administrative records","RAW.D4.2.4.LBR.OTHER","","","","","","","","","","","","","","","","",
"Albania","ALB","Administrative Data for Labor Admin (ILO) on records of employers' organizations","RAW.D4.2.4.LBR.EMPORG","","","","","","","","","","","","","","","","",
"Albania","ALB","Administrative Data for Labor Admin (ILO) on records of workers' organizations","RAW.D4.2.4.LBR.WRKORG","","","","","","","","","","","","","","","","",
"Albania","ALB","Administrative Data for Social Protection Admin (ASPIRE)","RAW.D4.2.1.SPL","","","","","","","","","","","","","","","","",
"Albania","ALB","Agriculture census (Availability score over 20 years)","SPI.D4.1.2.AGRI","","","","","","","","","","","","","1","1","1","1",
"Albania","ALB","Agriculture survey (Availability score over 10 years)","SPI.D4.1.5.AGSVY","0.33","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Albania","ALB","Availability of Comparable Poverty headcount ratio at $1.90 a day (5 year moving average)","SPI.D1.5.POV","0","1","1","1","1","1","1","0.5","1","1","0.5","1","1","1","1","1",
"Albania","ALB","Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)","SPI.D1.5.CHLD.MORT","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"Albania","ALB","Business process","SPI.D5.2.10.GSBP","","","","","","","","","","","","","1","1","1","1",
"Albania","ALB","Business/establishment census (Availability score over 20 years)","SPI.D4.1.3.BIZZ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Albania","ALB","Business/establishment survey (Availability score over 10 years)","SPI.D4.1.8.BZSVY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Albania","ALB","Central government accounting status","SPI.D5.2.7.CGOV","","","","","","","","","","","","","1","1","1","0",
"Albania","ALB","Classification of household consumption","SPI.D5.2.5.HOUS","","","","","","","","","","","","","1","1","1","1",
"Albania","ALB","Classification of national industry","SPI.D5.2.3.CNIN","","","","","","","","","","","","","1","1","1","1",
"Albania","ALB","Classification of status of employment","SPI.D5.2.6.EMPL","","","","","","","","","","","","","0","0","0","0",
"Albania","ALB","Compilation of government finance statistics","SPI.D5.2.8.FINA","","","","","","","","","","","","","1","1","1","1",
"Albania","ALB","Compilation of monetary and financial statistics","SPI.D5.2.9.MONY","","","","","","","","","","","","","1","1","1","1",
"Albania","ALB","CPI base year","SPI.D5.2.4.CPIBY","","","","","","","","","","","","1","0.5","0.5","0.5","0.5",
"Albania","ALB","CRVS (WDI)","SPI.D4.2.3.CRVS","","","","","","","","","","","","1","1","1","1","1",
"Albania","ALB","Dimension 1.5: Data use by international organizations","SPI.DIM1.5.INDEX","0.2","0.4","0.4","0.4","0.4","0.4","0.6","0.5","0.6","0.6","0.5","0.8","1","1","1","1",
"Albania","ALB","Dimension 2.1: Data Releases","SPI.DIM2.1.INDEX","","","","","","","","","","","","","0","0.5","0.5","0.5",
"Albania","ALB","Dimension 2.2: Online access","SPI.DIM2.2.INDEX","","","","","","","","","","","","0.319","0.544","0.577","0.593","0.593",
"Albania","ALB","Dimension 2.4: Data services","SPI.DIM2.4.INDEX","","","","","","","","","","","","","0","0","1","1",
"Albania","ALB","Dimension 3.1: Social Statistics","SPI.DIM3.1.INDEX","0.504","0.713833333333333","0.712333333333333","0.754833333333333","0.754833333333333","0.786833333333333","0.756166666666667","0.779833333333333","0.779833333333333","0.768","0.651333333333333","0.654","0.637333333333333","0.6865","0.783","0.783",
"Albania","ALB","Dimension 3.2: Economic Statistics","SPI.DIM3.2.INDEX","0.3615","0.4865","0.4865","0.601","0.6125","0.6125","0.580666666666667","0.587","0.559333333333333","0.577833333333333","0.605666666666667","0.561","0.577666666666667","0.637833333333333","0.661166666666667","0.629833333333333",
"Albania","ALB","Dimension 3.3: Environmental Statistics","SPI.DIM3.3.INDEX","","1","1","1","1","1","1","1","1","0.9445","0.9445","0.6945","0.6945","0.6945","0.9445","0.9445",
"Albania","ALB","Dimension 3.4: Institutional Statistics","SPI.DIM3.4.INDEX","0.5835","0.6695","0.5905","0.646","0.646","0.646","0.5905","0.6875","0.625","0.6875","0.6875","0.7085","0.7085","0.7225","0.625","0.6335",
"Albania","ALB","Dimension 4.1: Censuses and Surveys - Censuses only","SPI.DIM4.1.CEN.INDEX","","","","","","","","","","","","","0.666666666666667","0.666666666666667","0.666666666666667","0.666666666666667",
"Albania","ALB","Dimension 4.1: Censuses and Surveys - Surveys only","SPI.DIM4.1.SVY.INDEX","0.4","0.466","0.4","0.466","0.534","0.6","0.6","0.6","0.6","0.534","0.534","0.534","0.466","0.534","0.534","0.534",
"Albania","ALB","Dimension 4.2: Administrative Data","SPI.DIM4.2.INDEX","","","","","","","","","","","","1","1","1","1","1",
"Albania","ALB","Dimension 4.3: Geospatial Data","SPI.DIM4.3.INDEX","","","","","","","","","","","","0.231","0.199","0","0.177","0.177",
"Albania","ALB","Dimension 5.1: Legislation and governance","SPI.DIM5.1.INDEX","","","","","","","","","","","","","","","","1",
"Albania","ALB","Dimension 5.2: Standards and Methods","SPI.DIM5.2.INDEX","","","","","","","","","","","","","0.8","0.8","0.85","0.75",
"Albania","ALB","Dimension 5.5: Finance","SPI.DIM5.5.INDEX","","","","","","","","","","","","","","","","0",
"Albania","ALB","Education (UNESCO) (5 year moving average)","SPI.D4.2.2.EDU","","","","","","","","","","","","","","","","",
"Albania","ALB","Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1","SPI.D5.5.DIFI","","","","","","","","","","","","","","","","0",
"Albania","ALB","Geospatial data available at 1st Admin Level","SPI.D4.3.GEO.first.admin.level","","","","","","","","","","","","0.231","0.199","0","0.177","0.177",
"Albania","ALB","GOAL 1: No Poverty (5 year moving average)","SPI.D3.1.POV","0.25","1","1","1","1","1","1","1","1","1","1","0.857","0.857","0.571","0.714","0.714",
"Albania","ALB","GOAL 10: Reduced Inequality (5 year moving average)","SPI.D3.10.NEQL","0.333","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.667","0.5","0.5","0.75","0.75","0.6",
"Albania","ALB","GOAL 11: Sustainable Cities and Communities (5 year moving average)","SPI.D3.11.CITY","0","0.5","0.5","0.75","0.75","0.75","0.75","0.75","0.5","0.5","0.5","0.4","0.5","0.5","0.667","0.667",
"Albania","ALB","GOAL 12: Responsible Consumption and Production (5 year moving average)","SPI.D3.12.CNSP","0.5","0.5","0.5","0.5","0.5","0.5","0.333","0.333","0.333","0.667","0.667","0.75","0.75","0.75","0.75","0.75",
"Albania","ALB","GOAL 13: Climate Action (5 year moving average)","SPI.D3.13.CLMT","","1","1","1","1","1","1","1","1","1","1","0.5","0.5","0.5","1","1",
"Albania","ALB","GOAL 14: Life Below Water (5 year moving average)","SPI.D3.14.LFWT","","","","","","","","","","","","","","","","",
"Albania","ALB","GOAL 15: Life on Land (5 year moving average)","SPI.D3.15.LAND","1","1","1","1","1","1","1","1","1","0.889","0.889","0.889","0.889","0.889","0.889","0.889",
"Albania","ALB","GOAL 16: Peace and Justice Strong Institutions (5 year moving average)","SPI.D3.16.INST","0.5","0.714","0.556","0.667","0.667","0.667","0.625","0.625","0.5","0.625","0.625","0.667","0.667","0.667","0.667","0.667",
"Albania","ALB","GOAL 17: Partnerships to achieve the Goal (5 year moving average)","SPI.D3.17.PTNS","0.667","0.625","0.625","0.625","0.625","0.625","0.556","0.75","0.75","0.75","0.75","0.75","0.75","0.778","0.583","0.6",
"Albania","ALB","GOAL 2: Zero Hunger (5 year moving average)","SPI.D3.2.HNGR","0.571","0.875","0.875","0.875","0.875","0.75","0.875","0.875","0.875","0.875","0.556","0.7","0.7","0.9","0.9","0.9",
"Albania","ALB","GOAL 3: Good Health and Well-being (5 year moving average)","SPI.D3.3.HLTH","0.667","0.812","0.812","0.812","0.812","0.875","0.833","0.833","0.833","0.833","0.722","0.737","0.762","0.762","0.857","0.857",
"Albania","ALB","GOAL 4: Quality Education (5 year moving average)","SPI.D3.4.EDUC","0.286","0.429","0.444","0.556","0.556","0.667","0.6","0.6","0.6","0.6","0.455","0.455","0.455","0.636","0.727","0.727",
